Subj,Group,Condition,Pred,Match,Start Time,Onset of 1st syllable in character name ,NameLength,Time to respond ,Start time - time to respond,Onset of 1st syllable - time to respond,RT,Response?
2,Adults,2,Unpred,Same,1491.1,5448.7,725,7034.5,5543.4,1585.8,860.8,
2,Adults,2,Unpred,Same,1494.8,5178.1,980,6901.9,5407.1,1723.8,743.8,
2,Adults,2,Unpred,Same,1704.6,5410.5,861,6787,5082.4,1376.5,515.5,
2,Adults,2,Unpred,Same,1498.3,5302.4,923,6688.2,5189.9,1385.8,462.8,
2,Adults,2,Unpred,Same,1473.9,5336,595,6378.7,4904.8,1042.7,447.7,
2,Adults,2,Unpred,Same,1459,5246.8,553,6196.7,4737.7,949.9,396.9,
2,Adults,2,Unpred,Same,1521.5,5430.6,860,6683.3,5161.8,1252.7,392.7,
2,Adults,2,Unpred,Same,1493.2,5362.4,558,6256.1,4762.9,893.7,335.7,
2,Adults,2,Unpred,Same,1669.9,5367,1108,6757.6,5087.7,1390.6,282.6,
2,Adults,2,Unpred,Same,1501.9,5285.2,551,6113.5,4611.6,828.3,277.3,
2,Adults,2,Unpred,Same,1479.3,5373.3,931,6576.9,5097.6,1203.6,272.6,
2,Adults,2,Unpred,Same,1451.1,5401.3,1177,6793.3,5342.2,1392,215,
2,Adults,2,Unpred,Same,1505.5,5706.6,1229,7143.2,5637.7,1436.6,207.6,
2,Adults,2,Unpred,Same,1477.1,5568.6,1273,7016.3,5539.2,1447.7,174.7,
2,Adults,2,Unpred,Same,1496.1,5584.3,590,6290.2,4794.1,705.9,115.9,
2,Adults,2,Unpred,Same,1698.2,5570.2,739,6232,4533.8,661.8,-77.2,
3,Adults,2,Unpred,Same,1460.7,5466.7,531,6944.5,5483.8,1477.8,946.8,
3,Adults,2,Unpred,Same,1448.4,5311.9,595,6704.2,5255.8,1392.3,797.3,
3,Adults,2,Unpred,Same,1668.5,5218.7,651,6569.2,4900.7,1350.5,699.5,
3,Adults,2,Unpred,Same,1646.6,5384.1,922,6833.9,5187.3,1449.8,527.8,
3,Adults,2,Unpred,Same,1514,5422,725,6645.3,5131.3,1223.3,498.3,
3,Adults,2,Unpred,Same,1492.3,5216.5,445,6156.3,4664,939.8,494.8,
3,Adults,2,Unpred,Same,1476.1,5264.3,553,6237.1,4761,972.8,419.8,
3,Adults,2,Unpred,Same,1463.4,5288.4,923,6585.3,5121.9,1296.9,373.9,
3,Adults,2,Unpred,Same,1513.4,5628.2,469,6469.2,4955.8,841,372,
3,Adults,2,Unpred,Same,1489.3,5438.8,1177,6984,5494.7,1545.2,368.2,
3,Adults,2,Unpred,Same,1685.8,5584.8,739,6688.1,5002.3,1103.3,364.3,
3,Adults,2,Unpred,Same,1651.5,5346.8,1108,6810,5158.5,1463.2,355.2,
3,Adults,2,Unpred,Same,1655.3,5356.5,804,6506.6,4851.3,1150.1,346.1,
3,Adults,2,Unpred,Same,1505.1,5423.7,860,6625.6,5120.5,1201.9,341.9,
3,Adults,2,Unpred,Same,1516,5386.9,558,6278,4762,891.1,333.1,
3,Adults,2,Unpred,Same,1494.7,5173,980,6469.3,4974.6,1296.3,316.3,
3,Adults,2,Unpred,Same,1478.3,5561.3,590,6454,4975.7,892.7,302.7,
3,Adults,2,Unpred,Same,1459.4,5548.4,1273,7104.2,5644.8,1555.8,282.8,
3,Adults,2,Unpred,Same,1472,5363.6,931,6571,5099,1207.4,276.4,
3,Adults,2,Unpred,Same,1479.2,5122.8,572,5962,4482.8,839.2,267.2,
3,Adults,2,Unpred,Same,1475.9,5261.1,551,6067.8,4591.9,806.7,255.7,
3,Adults,2,Unpred,Same,1652.5,5370.6,1302,6927.6,5275.1,1557,255,
3,Adults,2,Unpred,Same,1653.4,5408,861,6444.9,4791.5,1036.9,175.9,
3,Adults,2,Unpred,Same,1481,5615.6,1229,6919.2,5438.2,1303.6,74.6,
4,Adults,2,Unpred,Same,1481,5181,445,6161.6,4680.6,980.6,535.6,
4,Adults,2,Unpred,Same,1476,5266.5,553,6352.4,4876.4,1085.9,532.9,
4,Adults,2,Unpred,Same,1474.2,5366,931,6826.4,5352.2,1460.4,529.4,
4,Adults,2,Unpred,Same,1490.7,5420.9,725,6588,5097.3,1167.1,442.1,
4,Adults,2,Unpred,Same,1464.2,5462.8,531,6391.4,4927.2,928.6,397.6,
4,Adults,2,Unpred,Same,1491.2,5411,860,6634.7,5143.5,1223.7,363.7,
4,Adults,2,Unpred,Same,1473.8,5567,1273,7175.3,5701.5,1608.3,335.3,
4,Adults,2,Unpred,Same,1675.4,5399.6,1302,7027.2,5351.8,1627.6,325.6,
4,Adults,2,Unpred,Same,1466.6,5290.6,923,6515.7,5049.1,1225.1,302.1,
4,Adults,2,Unpred,Same,1482.4,5569.4,551,6386,4903.6,816.6,265.6,
4,Adults,2,Unpred,Same,1478.3,5341.8,595,6193.5,4715.2,851.7,256.7,
4,Adults,2,Unpred,Same,1472.5,5107.2,572,5933.5,4461,826.3,254.3,
4,Adults,2,Unpred,Same,1482,5563.2,590,6398.3,4916.3,835.1,245.1,
4,Adults,2,Unpred,Same,1639,5346.9,804,6361.2,4722.2,1014.3,210.3,
4,Adults,2,Unpred,Same,1668.3,5425,922,6539.3,4871,1114.3,192.3,
4,Adults,2,Unpred,Same,1490.5,5600.9,469,6254,4763.5,653.1,184.1,
4,Adults,2,Unpred,Same,1498.4,5180.5,980,6338.5,4840.1,1158,178,
4,Adults,2,Unpred,Same,1697,5575.7,739,6443.3,4746.3,867.6,128.6,
4,Adults,2,Unpred,Same,1612.3,5377.4,861,6364.5,4752.2,987.1,126.1,
4,Adults,2,Unpred,Same,1491.4,5362.1,558,6006.3,4514.9,644.2,86.2,
4,Adults,2,Unpred,Same,1594.9,5309.5,1108,6492.6,4897.7,1183.1,75.1,
4,Adults,2,Unpred,Same,1504.9,5199.5,651,5919.6,4414.7,720.1,69.1,
4,Adults,2,Unpred,Same,1484.5,5431.2,1177,6606.4,5121.9,1175.2,-1.8,
4,Adults,2,Unpred,Same,1486.7,5620.3,1229,6759.4,5272.7,1139.1,-89.9,
5,Adults,2,Unpred,Same,1474.1,5345.3,595,8477.8,7003.7,3132.5,,
5,Adults,2,Unpred,Same,1659.8,5396.4,922,7948.6,6288.8,2552.2,1630.2,
5,Adults,2,Unpred,Same,1481.8,5633,1229,7890.4,6408.6,2257.4,1028.4,
5,Adults,2,Unpred,Same,1655.9,5218.1,651,6896.6,5240.7,1678.5,1027.5,
5,Adults,2,Unpred,Same,1461.8,5249.1,553,6818.1,5356.3,1569,1016,
5,Adults,2,Unpred,Same,1655.3,5371,804,7185.4,5530.1,1814.4,1010.4,
5,Adults,2,Unpred,Same,1488.6,5195.7,445,6399,4910.4,1203.3,758.3,
5,Adults,2,Unpred,Same,1481.2,5590.9,469,6797.3,5316.1,1206.4,737.4,
5,Adults,2,Unpred,Same,1516,5434.1,860,6987.3,5471.3,1553.2,693.2,
5,Adults,2,Unpred,Same,1484.6,5415.4,725,6829,5344.4,1413.6,688.6,
5,Adults,2,Unpred,Same,1647,5566,739,6983.6,5336.6,1417.6,678.6,
5,Adults,2,Unpred,Same,1672.3,5369.9,1302,7340,5667.7,1970.1,668.1,
5,Adults,2,Unpred,Same,1461.9,5279.9,923,6830.2,5368.3,1550.3,627.3,
5,Adults,2,Unpred,Same,1520.4,5200.4,980,6806.4,5286,1606,626,
5,Adults,2,Unpred,Same,1478.1,5262.6,551,6349.6,4871.5,1087,536,
5,Adults,2,Unpred,Same,1511,5379.9,558,6378.3,4867.3,998.4,440.4,
5,Adults,2,Unpred,Same,1490.9,5439.8,1177,7057.1,5566.2,1617.3,440.3,
5,Adults,2,Unpred,Same,1481.4,5114.9,572,6113.1,4631.7,998.2,426.2,
5,Adults,2,Unpred,Same,1429.4,5475.6,531,6397.9,4968.5,922.3,391.3,
5,Adults,2,Unpred,Same,1478,5632,590,6597.9,5119.9,965.9,375.9,
5,Adults,2,Unpred,Same,1462.7,5550.4,1273,7196.9,5734.2,1646.5,373.5,
5,Adults,2,Unpred,Same,1635.6,5314.6,1108,6763.7,5128.1,1449.1,341.1,
5,Adults,2,Unpred,Same,1675.5,5381.9,861,6582.7,4907.2,1200.8,339.8,
5,Adults,2,Unpred,Same,1479.8,5485.5,931,6668.4,5188.6,1182.9,251.9,
6,Adults,2,Unpred,Same,1485.9,5595.5,469,7007.4,5521.5,1411.9,942.9,
6,Adults,2,Unpred,Same,1643.2,5388.3,922,7191.3,5548.1,1803,881,
6,Adults,2,Unpred,Same,1498,5416.4,860,7139.6,5641.6,1723.2,863.2,
6,Adults,2,Unpred,Same,1467.7,5443.4,531,6795.9,5328.2,1352.5,821.5,
6,Adults,2,Unpred,Same,1475.3,5344.4,558,6709.7,5234.4,1365.3,807.3,
6,Adults,2,Unpred,Same,1518.7,5220.9,445,6452.8,4934.1,1231.9,786.9,
6,Adults,2,Unpred,Same,1490,5351,595,6632.8,5142.8,1281.8,686.8,
6,Adults,2,Unpred,Same,1518.9,5194.6,980,6847.6,5328.7,1653,673,
6,Adults,2,Unpred,Same,1475,5289.2,923,6851.2,5376.2,1562,639,
6,Adults,2,Unpred,Same,1437.3,5226.3,553,6417.7,4980.4,1191.4,638.4,
6,Adults,2,Unpred,Same,1648.8,5382.7,861,6849.8,5201,1467.1,606.1,
6,Adults,2,Unpred,Same,1471.5,5623.5,1229,7417.1,5945.6,1793.6,564.6,
6,Adults,2,Unpred,Same,1494.1,5423.8,725,6706.3,5212.2,1282.5,557.5,
6,Adults,2,Unpred,Same,1479.9,5125.6,572,6238.7,4758.8,1113.1,541.1,
6,Adults,2,Unpred,Same,1493.4,5279.1,551,6360.1,4866.7,1081,530,
6,Adults,2,Unpred,Same,1678.4,5236.7,651,6399.1,4720.7,1162.4,511.4,
6,Adults,2,Unpred,Same,1494.4,5438.8,1177,7094.9,5600.5,1656.1,479.1,
6,Adults,2,Unpred,Same,1625.2,5424,1108,7005.9,5380.7,1581.9,473.9,
6,Adults,2,Unpred,Same,1659.1,5378.4,1302,7150.9,5491.8,1772.5,470.5,
6,Adults,2,Unpred,Same,1482.2,5568,590,6628,5145.8,1060,470,
6,Adults,2,Unpred,Same,1692.6,5573.4,739,6771.5,5078.9,1198.1,459.1,
6,Adults,2,Unpred,Same,1504.3,5402.6,931,6762.8,5258.5,1360.2,429.2,
6,Adults,2,Unpred,Same,1476.9,5569.5,1273,7260.3,5783.4,1690.8,417.8,
6,Adults,2,Unpred,Same,1681.8,5381.2,804,6556.6,4874.8,1175.4,371.4,
7,Adults,2,Unpred,Same,1672.2,5210.7,651,7050.1,5377.9,1839.4,1188.4,
7,Adults,2,Unpred,Same,1487.7,5191.3,445,6592.1,5104.4,1400.8,955.8,
7,Adults,2,Unpred,Same,1486.1,5116.9,572,6637.1,5151,1520.2,948.2,
7,Adults,2,Unpred,Same,1488.6,5357.4,558,6781.4,5292.8,1424,866,
7,Adults,2,Unpred,Same,1625.1,5372.3,1302,7420.8,5795.7,2048.5,746.5,
7,Adults,2,Unpred,Same,1493.7,5603.6,469,6758,5264.3,1154.4,685.4,
7,Adults,2,Unpred,Same,1504.6,5401.3,931,6918.3,5413.7,1517,586,
7,Adults,2,Unpred,Same,1487.1,5433.1,860,6687.5,5200.4,1254.4,394.4,
7,Adults,2,Unpred,Same,1496.5,5399.8,595,6352,4855.5,952.2,357.2,
7,Adults,2,Unpred,Same,1476.9,5557.6,590,6504.3,5027.4,946.7,356.7,
7,Adults,2,Unpred,Same,1637.8,5335.9,1108,6792.1,5154.3,1456.2,348.2,
7,Adults,2,Unpred,Same,1459.5,5246.8,553,6127,4667.5,880.2,327.2,
7,Adults,2,Unpred,Same,1644.7,5365.9,804,6484.1,4839.4,1118.2,314.2,
7,Adults,2,Unpred,Same,1457.7,5185.1,980,6445.5,4987.8,1260.4,280.4,
7,Adults,2,Unpred,Same,1657.8,5411.9,861,6541.1,4883.3,1129.2,268.2,
7,Adults,2,Unpred,Same,1502.8,5651.9,1229,7123.3,5620.5,1471.4,242.4,
7,Adults,2,Unpred,Same,1646.5,5532.6,739,6472.3,4825.8,939.7,200.7,
7,Adults,2,Unpred,Same,1476.5,5254.2,551,5994.4,4517.9,740.2,189.2,
7,Adults,2,Unpred,Same,1473.9,5335.1,1177,6669.9,5196,1334.8,157.8,
7,Adults,2,Unpred,Same,1480.1,5478.6,531,6151.7,4671.6,673.1,142.1,
7,Adults,2,Unpred,Same,1665.7,5401,922,6450.9,4785.2,1049.9,127.9,
7,Adults,2,Unpred,Same,1489.7,5442.6,725,6231.3,4741.6,788.7,63.7,
7,Adults,2,Unpred,Same,1478.7,5303.4,923,6259.8,4781.1,956.4,33.4,
7,Adults,2,Unpred,Same,1484.7,5573.6,1273,6761,5276.3,1187.4,-85.6,
8,Adults,2,Unpred,Same,1708.7,5372.2,804,8557.4,6848.7,3185.2,,
8,Adults,2,Unpred,Same,1496.3,5194.6,445,7009.6,5513.3,1815,1370,
8,Adults,2,Unpred,Same,1464.7,5250,551,6464.4,4999.7,1214.4,663.4,
8,Adults,2,Unpred,Same,1495.9,5606.2,469,6618,5122.1,1011.8,542.8,
8,Adults,2,Unpred,Same,1496.3,5127.8,572,6217.6,4721.3,1089.8,517.8,
8,Adults,2,Unpred,Same,1518.6,5523.3,531,6557,5038.4,1033.7,502.7,
8,Adults,2,Unpred,Same,1482.9,5615,1229,7322.3,5839.4,1707.3,478.3,
8,Adults,2,Unpred,Same,1649.2,5217.7,651,6314.7,4665.5,1097,446,
8,Adults,2,Unpred,Same,1488.1,5276.9,553,6203.8,4715.7,926.9,373.9,
8,Adults,2,Unpred,Same,1472.7,5563.2,1273,7209.6,5736.9,1646.4,373.4,
8,Adults,2,Unpred,Same,1488.9,5358.9,558,6258.8,4769.9,899.9,341.9,
8,Adults,2,Unpred,Same,1485.9,5571.9,590,6479.1,4993.2,907.2,317.2,
8,Adults,2,Unpred,Same,1655.7,5385.5,861,6553.1,4897.4,1167.6,306.6,
8,Adults,2,Unpred,Same,1492.7,5360.8,595,6261.2,4768.5,900.4,305.4,
8,Adults,2,Unpred,Same,1629.8,5378.7,922,6546.2,4916.4,1167.5,245.5,
8,Adults,2,Unpred,Same,1489.9,5408.7,860,6479.8,4989.9,1071.1,211.1,
8,Adults,2,Unpred,Same,1495.3,5176.6,980,6347.4,4852.1,1170.8,190.8,
8,Adults,2,Unpred,Same,1494.8,5382.1,931,6503,5008.2,1120.9,189.9,
8,Adults,2,Unpred,Same,1496.4,5425.6,725,6304.5,4808.1,878.9,153.9,
8,Adults,2,Unpred,Same,1689.4,5576.4,739,6437.7,4748.3,861.3,122.3,
8,Adults,2,Unpred,Same,1477.5,5304.4,923,6332.2,4854.7,1027.8,104.8,
8,Adults,2,Unpred,Same,1485.1,5430.7,1177,6678.4,5193.3,1247.7,70.7,
8,Adults,2,Unpred,Same,1606,5309.5,1108,6286.6,4680.6,977.1,-130.9,
8,Adults,2,Unpred,Same,1675.7,5402.3,1302,6288.9,4613.2,886.6,-415.4,
9,Adults,2,Unpred,Same,1635.138143,5362.94791,804,7082.803939,5447.665795,1719.856028,915.8560283,
9,Adults,2,Unpred,Same,1484.631524,5183.379391,445,6299.814167,4815.182643,1116.434776,671.434776,
9,Adults,2,Unpred,Same,1495.967045,5181.856244,980,6791.159215,5295.19217,1609.302971,629.3029713,
9,Adults,2,Unpred,Same,1493.069878,5448.265663,725,6783.820444,5290.750566,1335.554781,610.5547805,
9,Adults,2,Unpred,Same,1425.915365,5244.649408,551,6398.080123,4972.164758,1153.430715,602.4307146,
9,Adults,2,Unpred,Same,1479.651623,5294.130219,553,6398.381827,4918.730205,1104.251608,551.2516085,
9,Adults,2,Unpred,Same,1678.350595,5226.298523,651,6412.125372,4733.774777,1185.826849,534.8268495,
9,Adults,2,Unpred,Same,1503.151976,5503.140073,531,6516.542641,5013.390665,1013.402567,482.4025674,
9,Adults,2,Unpred,Same,1492.502159,5361.161125,595,6432.986716,4940.484557,1071.825591,476.8255907,
9,Adults,2,Unpred,Same,1490.118262,5437.382716,1177,7077.753834,5587.635572,1640.371118,463.3711178,
9,Adults,2,Unpred,Same,1483.930361,5618.373043,469,6538.460102,5054.529741,920.0870593,451.0870593,
9,Adults,2,Unpred,Same,1506.771431,5426.296377,860,6692.977966,5186.206535,1266.681589,406.681589,
9,Adults,2,Unpred,Same,1651.598573,5378.702756,1302,7070.741848,5419.143275,1692.039092,390.0390915,
9,Adults,2,Unpred,Same,1662.335328,5396.020701,922,6674.021714,5011.686386,1278.001013,356.0010128,
9,Adults,2,Unpred,Same,1481.995746,5307.952103,923,6577.881649,5095.885903,1269.929546,346.9295464,
9,Adults,2,Unpred,Same,1692.931699,5412.447238,861,6594.82738,4901.895681,1182.380142,321.3801421,
9,Adults,2,Unpred,Same,1682.472047,5533.856905,739,6569.711475,4887.239428,1035.854571,296.8545705,
9,Adults,2,Unpred,Same,1474.6186,5565.51036,1273,7134.174251,5659.555651,1568.663892,295.6638916,
9,Adults,2,Unpred,Same,1518.870486,5388.626146,558,6233.609886,4714.739399,844.9837393,286.9837393,
9,Adults,2,Unpred,Same,1457.385739,5608.227009,1229,7115.029684,5657.643945,1506.802675,277.8026747,
9,Adults,2,Unpred,Same,1629.193754,5336.74197,1108,6687.477151,5058.283397,1350.735181,242.7351814,
9,Adults,2,Unpred,Same,1463.408933,5411.715732,931,6540.887596,5077.478663,1129.171864,198.1718644,
9,Adults,2,Unpred,Same,1476.878906,5114.376537,572,5879.483311,4402.604405,765.1067739,193.1067739,
9,Adults,2,Unpred,Same,1474.197869,5569.340965,590,6244.81058,4770.612712,675.4696152,85.46961524,
10,Adults,2,Unpred,Same,1479.218301,5112.35096,572,6439.2089,4959.990599,1326.857939,754.8579394,
10,Adults,2,Unpred,Same,1654.642217,5445.920964,804,6966.185826,5311.54361,1520.264862,716.2648619,
10,Adults,2,Unpred,Same,1492.263468,5194.684098,445,6318.101778,4825.83831,1123.41768,678.4176804,
10,Adults,2,Unpred,Same,1474.703618,5343.231353,558,6577.063801,5102.360182,1233.832447,675.8324473,
10,Adults,2,Unpred,Same,1478.944901,5363.772454,595,6596.24724,5117.302339,1232.474786,637.4747864,
10,Adults,2,Unpred,Same,1461.583393,5356.489764,931,6883.410316,5421.826923,1526.920552,595.9205525,
10,Adults,2,Unpred,Same,1493.948301,5603.964557,469,6653.266222,5159.31792,1049.301665,580.3016647,
10,Adults,2,Unpred,Same,1461.00514,5284.734864,923,6759.263954,5298.258814,1474.529091,551.5290907,
10,Adults,2,Unpred,Same,1473.314814,5475.75789,531,6557.302454,5083.987639,1081.544564,550.5445639,
10,Adults,2,Unpred,Same,1495.364158,5200.134024,980,6725.335902,5229.971744,1525.201879,545.2018786,
10,Adults,2,Unpred,Same,1644.80423,5372.875915,861,6765.663113,5120.858883,1392.787198,531.7871977,
10,Adults,2,Unpred,Same,1485.6919,5382.317249,1177,7081.110085,5595.418185,1698.792837,521.7928367,
10,Adults,2,Unpred,Same,1459.511286,5548.439919,590,6636.221961,5176.710675,1087.782042,497.7820421,
10,Adults,2,Unpred,Same,1677.633894,5378.183671,1108,6961.027825,5283.393931,1582.844154,474.8441539,
10,Adults,2,Unpred,Same,1484.925015,5270.263784,551,6294.727807,4809.802791,1024.464023,473.4640231,
10,Adults,2,Unpred,Same,1461.112226,5249.888638,553,6272.171668,4811.059441,1022.28303,469.2830298,
10,Adults,2,Unpred,Same,1514.324821,5443.821601,725,6625.851484,5111.526662,1182.029883,457.029883,
10,Adults,2,Unpred,Same,1649.564857,5391.607219,922,6768.485137,5118.92028,1376.877918,454.8779183,
10,Adults,2,Unpred,Same,1479.198596,5653.058963,1229,7332.633236,5853.43464,1679.574273,450.5742732,
10,Adults,2,Unpred,Same,1519.913884,5438.014323,860,6724.677054,5204.763169,1286.662731,426.6627305,
10,Adults,2,Unpred,Same,1655.734502,5214.090884,651,6279.281372,4623.54687,1065.190487,414.1904874,
10,Adults,2,Unpred,Same,1664.986511,5565.560388,739,6702.882065,5037.895554,1137.321677,398.3216766,
10,Adults,2,Unpred,Same,1652.860364,5378.17057,1302,7051.266719,5398.406355,1673.096149,371.0961489,
10,Adults,2,Unpred,Same,1477.047336,5568.885877,1273,7173.709928,5696.662592,1604.824051,331.824051,
11,Adults,2,Unpred,Same,1489.056192,5600.670082,469,6889.215486,5400.159294,1288.545404,819.5454039,
11,Adults,2,Unpred,Same,1502.183588,5421.176096,860,6841.267461,5339.083873,1420.091365,560.0913648,
11,Adults,2,Unpred,Same,1663.112656,5369.407873,804,6674.270106,5011.157451,1304.862233,500.8622329,
11,Adults,2,Unpred,Same,1660.42045,5562.961607,739,6797.032302,5136.611852,1234.070695,495.070695,
11,Adults,2,Unpred,Same,1489.022513,5187.735956,445,6125.341125,4636.318612,937.6051688,492.6051688,
11,Adults,2,Unpred,Same,1653.189794,5341.206901,922,6583.700144,4930.510349,1242.493243,320.4932426,
11,Adults,2,Unpred,Same,1487.348304,5416.868795,725,6439.689768,4952.341464,1022.820973,297.8209734,
11,Adults,2,Unpred,Same,1476.110229,5345.155679,558,6197.081882,4720.971652,851.9262027,293.9262027,
11,Adults,2,Unpred,Same,1479.745228,5115.008024,572,5974.567261,4494.822033,859.5592365,287.5592365,
11,Adults,2,Unpred,Same,1672.506607,5407.642432,861,6547.275209,4874.768602,1139.632777,278.6327771,
11,Adults,2,Unpred,Same,1485.646825,5274.981986,553,6103.670588,4618.023763,828.6886017,275.6886017,
11,Adults,2,Unpred,Same,1647.39406,5348.037382,1108,6701.153357,5053.759297,1353.115976,245.1159755,
11,Adults,2,Unpred,Same,1474.143763,5339.621943,595,6174.949751,4700.805987,835.3278077,240.3278077,
11,Adults,2,Unpred,Same,1472.550093,5389.399112,931,6550.076327,5077.526234,1160.677215,229.677215,
11,Adults,2,Unpred,Same,1484.115186,5269.408601,551,6045.670981,4561.555795,776.2623798,225.2623798,
11,Adults,2,Unpred,Same,1435.64127,5260.914847,923,6406.217706,4970.576436,1145.302859,222.3028594,
11,Adults,2,Unpred,Same,1502.984246,5590.601436,590,6388.400686,4885.41644,797.7992504,207.7992504,
11,Adults,2,Unpred,Same,1476.264635,5473.932351,531,6206.119948,4729.855313,732.1875961,201.1875961,
11,Adults,2,Unpred,Same,1629.535655,5357.962286,1302,6765.805244,5136.269589,1407.842959,105.8429588,
11,Adults,2,Unpred,Same,1489.217226,5437.821898,1177,6703.864442,5214.647216,1266.042544,89.04254398,
11,Adults,2,Unpred,Same,1474.488007,5565.425234,1273,6923.534507,5449.0465,1358.109273,85.10927255,
11,Adults,2,Unpred,Same,1494.199123,5175.510593,980,6229.150906,4734.951783,1053.640312,73.64031245,
11,Adults,2,Unpred,Same,1642.094602,5211.469037,651,5886.331916,4244.237315,674.8628793,23.86287935,
11,Adults,2,Unpred,Same,1477.980032,5614.321869,1229,6752.164849,5274.184817,1137.84298,-91.15702031,
12,Adults,2,Unpred,Same,1635.582841,5200.889075,651,6863.990194,5228.407354,1663.10112,1012.10112,
12,Adults,2,Unpred,Same,1665.235375,5361.032931,804,6778.338618,5113.103243,1417.305688,613.3056877,
12,Adults,2,Unpred,Same,1472.940453,5583.319674,590,6752.702099,5279.761646,1169.382424,579.3824244,
12,Adults,2,Unpred,Same,1486.620798,5368.641449,931,6861.726315,5375.105517,1493.084866,562.084866,
12,Adults,2,Unpred,Same,1485.949336,5433.930991,1177,7140.362821,5654.413485,1706.43183,529.4318299,
12,Adults,2,Unpred,Same,1655.837126,5386.830754,861,6756.581103,5100.743976,1369.750349,508.7503487,
12,Adults,2,Unpred,Same,1488.310662,5601.411335,469,6570.816166,5082.505503,969.404831,500.404831,
12,Adults,2,Unpred,Same,1482.719995,5319.893055,923,6735.658225,5252.93823,1415.76517,492.7651701,
12,Adults,2,Unpred,Same,1671.766048,5415.048541,922,6826.395379,5154.629331,1411.346838,489.3468384,
12,Adults,2,Unpred,Same,1495.546394,5353.907691,595,6435.540356,4939.993962,1081.632665,486.6326648,
12,Adults,2,Unpred,Same,1481.014447,5269.18598,553,6289.275472,4808.261025,1020.089493,467.0894926,
12,Adults,2,Unpred,Same,1524.308235,5204.01507,980,6638.763148,5114.454913,1434.748078,454.7480779,
12,Adults,2,Unpred,Same,1488.597066,5189.912436,445,6083.333387,4594.736321,893.4209513,448.4209513,
12,Adults,2,Unpred,Same,1470.46213,5109.493413,572,6117.225153,4646.763023,1007.73174,435.7317398,
12,Adults,2,Unpred,Same,1495.365496,5462.518309,531,6421.788867,4926.42337,959.2705572,428.2705572,
12,Adults,2,Unpred,Same,1491.323462,5362.535169,558,6344.782916,4853.459454,982.2477467,424.2477467,
12,Adults,2,Unpred,Same,1497.589701,5433.553764,860,6709.466861,5211.87716,1275.913097,415.9130972,
12,Adults,2,Unpred,Same,1684.743286,5335.932653,1108,6842.039726,5157.296439,1506.107073,398.1070729,
12,Adults,2,Unpred,Same,1461.188818,5249.986599,551,6188.115735,4726.926917,938.1291359,387.1291359,
12,Adults,2,Unpred,Same,1688.229745,5570.53749,739,6686.98148,4998.751735,1116.44399,377.4439902,
12,Adults,2,Unpred,Same,1456.098755,5612.698581,1229,7205.225985,5749.12723,1592.527404,363.527404,
12,Adults,2,Unpred,Same,1489.225572,5358.014821,725,6416.611597,4927.386025,1058.596776,333.5967761,
12,Adults,2,Unpred,Same,1646.470195,5367.526987,1302,6907.662275,5261.19208,1540.135288,238.1352885,
12,Adults,2,Unpred,Same,1477.578495,5567.996432,1273,7063.233241,5585.654746,1495.236809,222.2368089,
13,Adults,2,Unpred,Same,1515.0996,4053.762343,469,7564.94763,6049.84803,3511.185287,,
13,Adults,2,Unpred,Same,1649.345298,5550.821536,739,7220.109876,5570.764578,1669.28834,930.2883404,
13,Adults,2,Unpred,Same,1478.384296,5262.658849,553,6499.717395,5021.333098,1237.058546,684.0585461,
13,Adults,2,Unpred,Same,1670.713349,5418.932017,922,7024.309534,5353.596184,1605.377517,683.377517,
13,Adults,2,Unpred,Same,1498.032405,5179.431327,980,6813.642067,5315.609662,1634.21074,654.2107396,
13,Adults,2,Unpred,Same,1492.706802,5190.048256,445,6272.99738,4780.290577,1082.949124,637.9491239,
13,Adults,2,Unpred,Same,1664.177526,5363.477878,804,6775.377513,5111.199987,1411.899635,607.8996345,
13,Adults,2,Unpred,Same,1492.020848,5422.954978,725,6749.645247,5257.624399,1326.690269,601.6902689,
13,Adults,2,Unpred,Same,1654.299111,5350.413613,1108,7041.446391,5387.14728,1691.032778,583.0327784,
13,Adults,2,Unpred,Same,1462.50461,5411.394511,860,6834.366415,5371.861805,1422.971904,562.9719037,
13,Adults,2,Unpred,Same,1507.157432,5596.79597,590,6748.305224,5241.147792,1151.509254,561.5092544,
13,Adults,2,Unpred,Same,1455.999827,5239.314407,551,6346.481585,4890.481757,1107.167177,556.1671775,
13,Adults,2,Unpred,Same,1648.386705,5380.348317,1302,7222.857666,5574.470962,1842.509349,540.5093494,
13,Adults,2,Unpred,Same,1475.242654,5473.9148,531,6518.743632,5043.500978,1044.828832,513.8288321,
13,Adults,2,Unpred,Same,1674.83452,5244.679625,651,6391.527501,4716.692981,1146.847876,495.8478762,
13,Adults,2,Unpred,Same,1471.919893,5385.836234,931,6801.641984,5329.72209,1415.80575,484.80575,
13,Adults,2,Unpred,Same,1496.000891,5361.353903,558,6403.042744,4907.041854,1041.688842,483.6888418,
13,Adults,2,Unpred,Same,1627.471556,5370.595196,861,6706.19674,5078.725184,1335.601544,474.6015438,
13,Adults,2,Unpred,Same,1490.111055,5360.06098,595,6425.539348,4935.428292,1065.478367,470.4783674,
13,Adults,2,Unpred,Same,1490.812963,5116.176253,572,6106.827849,4616.014886,990.6515965,418.6515965,
13,Adults,2,Unpred,Same,1473.248612,5298.149286,923,6614.365107,5141.116495,1316.21582,393.2158204,
